b_intervals,utilities,weights
"(50782150, 50782151)",-11461.905195053778,0.0
"(50782151, 50782152)",-11462.905195053778,0.0
"(50782152, 50782153)",-11463.905195053778,0.0
"(50782153, 50806970)",-11464.905195053778,0.0
"(50827359, 50827360)",-11465.905195053778,0.0
"(50827360, 50827361)",-11466.905195053778,0.0
"(50827361, 50827362)",-11467.905195053778,0.0
"(50827362, 50827363)",-11468.905195053778,0.0
"(50827363, 50827364)",-11469.905195053778,0.0
"(50827364, 50827365)",-11470.905195053778,0.0
"(50827365, 50852181)",-11471.905195053778,0.0
"(50872570, 50872571)",-11472.905195053778,0.0
"(50872571, 50872572)",-11473.905195053778,0.0
"(50872572, 50872573)",-11474.905195053778,0.0
"(50872573, 50872574)",-11475.905195053778,0.0
"(50872574, 50872575)",-11476.905195053778,0.0
"(50872575, 50897392)",-11477.905195053778,0.0
"(50917781, 50917782)",-11478.905195053778,0.0
"(50917782, 50917783)",-11479.905195053778,0.0
"(50917783, 50917784)",-11480.905195053778,0.0
"(50917784, 50917785)",-11481.905195053778,0.0
"(50917785, 50917786)",-11482.905195053778,0.0
"(50962992, 50962993)",-11483.905195053778,0.0
"(50962993, 50962994)",-11484.905195053778,0.0
"(50962994, 50987814)",-11485.905195053778,0.0
"(51008203, 51008204)",-11486.905195053778,0.0
"(51008204, 51008205)",-11487.905195053778,0.0
"(51008205, 51008206)",-11488.905195053778,0.0
"(51008206, 51008207)",-11489.905195053778,0.0
"(51008207, 51008208)",-11490.905195053778,0.0
"(51008208, 51008209)",-11491.905195053778,0.0
"(51008209, 51008210)",-11492.905195053778,0.0
"(51008210, 51033025)",-11493.905195053778,0.0
"(51053414, 51078236)",-11494.905195053778,0.0
"(51098625, 51098626)",-11495.905195053778,0.0
"(51098626, 51098627)",-11496.905195053778,0.0
"(51098627, 51098628)",-11497.905195053778,0.0
"(51098628, 51098629)",-11498.905195053778,0.0
"(51098629, 51098630)",-11499.905195053778,0.0
"(51098630, 51123447)",-11500.905195053778,0.0
"(51143836, 51143837)",-11501.905195053778,0.0
"(51143837, 51143838)",-11502.905195053778,0.0
"(51143838, 51143839)",-11503.905195053778,0.0
"(51143839, 51143840)",-11504.905195053778,0.0
"(51143840, 51143841)",-11505.905195053778,0.0
"(51143841, 51168658)",-11506.905195053778,0.0
"(51189047, 51189048)",-11507.905195053778,0.0
"(51189048, 51189049)",-11508.905195053778,0.0
"(51189049, 51213869)",-11509.905195053778,0.0
"(51234258, 51234259)",-11510.905195053778,0.0
"(51234259, 51234260)",-11511.905195053778,0.0
"(51234260, 51234261)",-11512.905195053778,0.0
"(51234261, 51259080)",-11513.905195053778,0.0
"(51279469, 51279470)",-11514.905195053778,0.0
"(51279470, 51279471)",-11515.905195053778,0.0
"(51279471, 51279472)",-11516.905195053778,0.0
"(51279472, 51279473)",-11517.905195053778,0.0
"(51279473, 51279474)",-11518.905195053778,0.0
"(51279474, 51279475)",-11519.905195053778,0.0
"(51279475, 51279476)",-11520.905195053778,0.0
"(51279476, 51304291)",-11521.905195053778,0.0
"(51324680, 51324681)",-11522.905195053778,0.0
"(51324681, 51324682)",-11523.905195053778,0.0
"(51324682, 51324683)",-11524.905195053778,0.0
"(51324683, 51349502)",-11525.905195053778,0.0
"(51369891, 51369892)",-11526.905195053778,0.0
"(51369892, 51369893)",-11527.905195053778,0.0
"(51369893, 51369894)",-11528.905195053778,0.0
"(51369894, 51394713)",-11529.905195053778,0.0
"(51415102, 51415103)",-11530.905195053778,0.0
"(51415103, 51439924)",-11531.905195053778,0.0
"(51460313, 51460314)",-11532.905195053778,0.0
"(51460314, 51460315)",-11533.905195053778,0.0
"(51460315, 51460316)",-11534.905195053778,0.0
"(51460316, 51485135)",-11535.905195053778,0.0
"(51505524, 51505525)",-11536.905195053778,0.0
"(51505525, 51505526)",-11537.905195053778,0.0
"(51505526, 51505527)",-11538.905195053778,0.0
"(51505527, 51505528)",-11539.905195053778,0.0
"(51505528, 51530346)",-11540.905195053778,0.0
"(51550735, 51550736)",-11541.905195053778,0.0
"(51550736, 51550737)",-11542.905195053778,0.0
"(51550737, 51550738)",-11543.905195053778,0.0
"(51550738, 51575557)",-11544.905195053778,0.0
"(51595946, 51595947)",-11545.905195053778,0.0
"(51595947, 51595948)",-11546.905195053778,0.0
"(51595948, 51595949)",-11547.905195053778,0.0
"(51595949, 51595950)",-11548.905195053778,0.0
"(51595950, 51595951)",-11549.905195053778,0.0
"(51595951, 51595952)",-11550.905195053778,0.0
"(51595952, 51595953)",-11551.905195053778,0.0
"(51595953, 51595954)",-11552.905195053778,0.0
"(51641157, 51641158)",-11553.905195053778,0.0
"(51641158, 51641159)",-11554.905195053778,0.0
"(51641159, 51665979)",-11555.905195053778,0.0
"(51686368, 51686369)",-11556.905195053778,0.0
"(51686369, 51686370)",-11557.905195053778,0.0
"(51686370, 51686371)",-11558.905195053778,0.0
"(51686371, 51686372)",-11559.905195053778,0.0
"(51686372, 51686373)",-11560.905195053778,0.0
"(51731579, 51731580)",-11561.905195053778,0.0
"(51731580, 51731581)",-11562.905195053778,0.0
"(51731581, 51731582)",-11563.905195053778,0.0
"(51776790, 51776791)",-11564.905195053778,0.0
"(51776791, 51776792)",-11565.905195053778,0.0
"(51776792, 51776793)",-11566.905195053778,0.0
"(51776793, 51801612)",-11567.905195053778,0.0
"(51822001, 51822002)",-11568.905195053778,0.0
"(51822002, 51822003)",-11569.905195053778,0.0
"(51822003, 51822004)",-11570.905195053778,0.0
"(51822004, 51822005)",-11571.905195053778,0.0
"(51822005, 51822006)",-11572.905195053778,0.0
"(51822006, 51822007)",-11573.905195053778,0.0
"(51822007, 51822008)",-11574.905195053778,0.0
"(51822008, 51822009)",-11575.905195053778,0.0
"(51822009, 51822010)",-11576.905195053778,0.0
"(51867212, 51867213)",-11577.905195053778,0.0
"(51867213, 51867214)",-11578.905195053778,0.0
"(51867214, 51867215)",-11579.905195053778,0.0
"(51867215, 51867216)",-11580.905195053778,0.0
"(51867216, 51867217)",-11581.905195053778,0.0
"(51867217, 51867218)",-11582.905195053778,0.0
"(51867218, 51867219)",-11583.905195053778,0.0
"(51867219, 51867220)",-11584.905195053778,0.0
"(51912423, 51912424)",-11585.905195053778,0.0
"(51912424, 51912425)",-11586.905195053778,0.0
"(51912425, 51912426)",-11587.905195053778,0.0
"(51912426, 51912427)",-11588.905195053778,0.0
"(51912427, 51937245)",-11589.905195053778,0.0
"(51957634, 51957635)",-11590.905195053778,0.0
"(51957635, 51957636)",-11591.905195053778,0.0
"(51957636, 51957637)",-11592.905195053778,0.0
"(51957637, 51957638)",-11593.905195053778,0.0
"(51957638, 51957639)",-11594.905195053778,0.0
"(51957639, 51957640)",-11595.905195053778,0.0
"(51957640, 51957641)",-11596.905195053778,0.0
"(51957641, 51957642)",-11597.905195053778,0.0
"(51957642, 51957643)",-11598.905195053778,0.0
"(51957643, 51957644)",-11599.905195053778,0.0
"(51957644, 51982456)",-11600.905195053778,0.0
"(52002845, 52002846)",-11601.905195053778,0.0
"(52002846, 52002847)",-11602.905195053778,0.0
"(52002847, 52002848)",-11603.905195053778,0.0
"(52002848, 52002849)",-11604.905195053778,0.0
"(52002849, 52002850)",-11605.905195053778,0.0
"(52002850, 52002851)",-11606.905195053778,0.0
"(52002851, 52002852)",-11607.905195053778,0.0
"(52002852, 52002853)",-11608.905195053778,0.0
"(52002853, 52002854)",-11609.905195053778,0.0
"(52048056, 52048057)",-11610.905195053778,0.0
"(52048057, 52048058)",-11611.905195053778,0.0
"(52048058, 52048059)",-11612.905195053778,0.0
"(52048059, 52048060)",-11613.905195053778,0.0
"(52048060, 52048061)",-11614.905195053778,0.0
"(52048061, 52072878)",-11615.905195053778,0.0
"(52093267, 52093268)",-11616.905195053778,0.0
"(52093268, 52093269)",-11617.905195053778,0.0
"(52093269, 52093270)",-11618.905195053778,0.0
"(52093270, 52093271)",-11619.905195053778,0.0
"(52093271, 52093272)",-11620.905195053778,0.0
"(52093272, 52093273)",-11621.905195053778,0.0
"(52093273, 52093274)",-11622.905195053778,0.0
"(52093274, 52093275)",-11623.905195053778,0.0
"(52093275, 52118089)",-11624.905195053778,0.0
"(52138478, 52138479)",-11625.905195053778,0.0
"(52138479, 52138480)",-11626.905195053778,0.0
"(52138480, 52138481)",-11627.905195053778,0.0
"(52138481, 52138482)",-11628.905195053778,0.0
"(52138482, 52138483)",-11629.905195053778,0.0
"(52138483, 52138484)",-11630.905195053778,0.0
"(52138484, 52138485)",-11631.905195053778,0.0
"(52138485, 52138486)",-11632.905195053778,0.0
"(52138486, 52138487)",-11633.905195053778,0.0
"(52138487, 52163300)",-11634.905195053778,0.0
"(52183689, 52183690)",-11635.905195053778,0.0
"(52183690, 52183691)",-11636.905195053778,0.0
"(52183691, 52208511)",-11637.905195053778,0.0
"(52228900, 52228901)",-11638.905195053778,0.0
"(52228901, 52228902)",-11639.905195053778,0.0
"(52228902, 52228903)",-11640.905195053778,0.0
"(52228903, 52228904)",-11641.905195053778,0.0
"(52228904, 52228905)",-11642.905195053778,0.0
"(52228905, 52228906)",-11643.905195053778,0.0
"(52228906, 52228907)",-11644.905195053778,0.0
"(52228907, 52228908)",-11645.905195053778,0.0
"(52274111, 52274112)",-11646.905195053778,0.0
"(52274112, 52274113)",-11647.905195053778,0.0
"(52274113, 52298933)",-11648.905195053778,0.0
"(52319322, 52319323)",-11649.905195053778,0.0
"(52319323, 52344144)",-11650.905195053778,0.0
"(52364533, 52389355)",-11651.905195053778,0.0
"(52409744, 52409745)",-11652.905195053778,0.0
"(52409745, 52409746)",-11653.905195053778,0.0
"(52409746, 52409747)",-11654.905195053778,0.0
"(52409747, 52434566)",-11655.905195053778,0.0
"(52454955, 52454956)",-11656.905195053778,0.0
"(52454956, 52454957)",-11657.905195053778,0.0
"(52454957, 52454958)",-11658.905195053778,0.0
"(52454958, 52454959)",-11659.905195053778,0.0
"(52454959, 52454960)",-11660.905195053778,0.0
"(52500166, 52500167)",-11661.905195053778,0.0
"(52500167, 52500168)",-11662.905195053778,0.0
"(52500168, 52500169)",-11663.905195053778,0.0
"(52500169, 52500170)",-11664.905195053778,0.0
"(52500170, 52500171)",-11665.905195053778,0.0
"(52500171, 52524988)",-11666.905195053778,0.0
"(52545377, 52545378)",-11667.905195053778,0.0
"(52545378, 52545379)",-11668.905195053778,0.0
"(52545379, 52545380)",-11669.905195053778,0.0
"(52545380, 52545381)",-11670.905195053778,0.0
"(52545381, 52545382)",-11671.905195053778,0.0
"(52545382, 52545383)",-11672.905195053778,0.0
"(52545383, 52570199)",-11673.905195053778,0.0
"(52590588, 52590589)",-11674.905195053778,0.0
"(52590589, 52590590)",-11675.905195053778,0.0
"(52590590, 52590591)",-11676.905195053778,0.0
"(52590591, 52590592)",-11677.905195053778,0.0
"(52590592, 52590593)",-11678.905195053778,0.0
"(52590593, 52590594)",-11679.905195053778,0.0
"(52590594, 52590595)",-11680.905195053778,0.0
"(52590595, 52590596)",-11681.905195053778,0.0
"(52590596, 52590597)",-11682.905195053778,0.0
"(52590597, 52590598)",-11683.905195053778,0.0
"(52590598, 52590599)",-11684.905195053778,0.0
"(52590599, 52590600)",-11685.905195053778,0.0
"(52590600, 52590601)",-11686.905195053778,0.0
"(52590601, 52590602)",-11687.905195053778,0.0
"(52590602, 52590603)",-11688.905195053778,0.0
"(52590603, 52615410)",-11689.905195053778,0.0
"(52635799, 52635800)",-11690.905195053778,0.0
"(52635800, 52635801)",-11691.905195053778,0.0
"(52635801, 52635802)",-11692.905195053778,0.0
"(52635802, 52635803)",-11693.905195053778,0.0
"(52635803, 52635804)",-11694.905195053778,0.0
"(52635804, 52635805)",-11695.905195053778,0.0
"(52635805, 52635806)",-11696.905195053778,0.0
"(52635806, 52635807)",-11697.905195053778,0.0
"(52635807, 52635808)",-11698.905195053778,0.0
"(52681010, 52681011)",-11699.905195053778,0.0
"(52681011, 52681012)",-11700.905195053778,0.0
"(52681012, 52681013)",-11701.905195053778,0.0
"(52681013, 52681014)",-11702.905195053778,0.0
"(52681014, 52705832)",-11703.905195053778,0.0
"(52726221, 52726222)",-11704.905195053778,0.0
"(52726222, 52726223)",-11705.905195053778,0.0
"(52726223, 52726224)",-11706.905195053778,0.0
"(52726224, 52726225)",-11707.905195053778,0.0
"(52726225, 52726226)",-11708.905195053778,0.0
"(52726226, 52751043)",-11709.905195053778,0.0
"(52771432, 52771433)",-11710.905195053778,0.0
"(52771433, 52771434)",-11711.905195053778,0.0
"(52771434, 52771435)",-11712.905195053778,0.0
"(52771435, 52771436)",-11713.905195053778,0.0
"(52771436, 52771437)",-11714.905195053778,0.0
"(52816643, 52816644)",-11715.905195053778,0.0
"(52816644, 52816645)",-11716.905195053778,0.0
"(52816645, 52816646)",-11717.905195053778,0.0
"(52816646, 52816647)",-11718.905195053778,0.0
"(52816647, 52816648)",-11719.905195053778,0.0
"(52816648, 52841465)",-11720.905195053778,0.0
"(52861854, 52861855)",-11721.905195053778,0.0
"(52861855, 52861856)",-11722.905195053778,0.0
"(52861856, 52861857)",-11723.905195053778,0.0
"(52861857, 52861858)",-11724.905195053778,0.0
"(52907065, 52907066)",-11725.905195053778,0.0
"(52907066, 52907067)",-11726.905195053778,0.0
"(52907067, 52907068)",-11727.905195053778,0.0
"(52907068, 52907069)",-11728.905195053778,0.0
"(52907069, 52907070)",-11729.905195053778,0.0
"(52907070, 52907071)",-11730.905195053778,0.0
"(52907071, 52931887)",-11731.905195053778,0.0
"(52952276, 52977098)",-11732.905195053778,0.0
"(52997487, 52997488)",-11733.905195053778,0.0
"(52997488, 52997489)",-11734.905195053778,0.0
"(52997489, 52997490)",-11735.905195053778,0.0
"(53042698, 53042699)",-11736.905195053778,0.0
"(53042699, 53042700)",-11737.905195053778,0.0
"(53042700, 53067520)",-11738.905195053778,0.0
"(53087909, 53087910)",-11739.905195053778,0.0
"(53087910, 53087911)",-11740.905195053778,0.0
"(53087911, 53087912)",-11741.905195053778,0.0
"(53087912, 53087913)",-11742.905195053778,0.0
"(53087913, 53087914)",-11743.905195053778,0.0
"(53087914, 53087915)",-11744.905195053778,0.0
"(53087915, 53087916)",-11745.905195053778,0.0
"(53087916, 53087917)",-11746.905195053778,0.0
"(53087917, 53087918)",-11747.905195053778,0.0
"(53087918, 53087919)",-11748.905195053778,0.0
"(53133120, 53133121)",-11749.905195053778,0.0
"(53133121, 53133122)",-11750.905195053778,0.0
"(53133122, 53133123)",-11751.905195053778,0.0
"(53133123, 53133124)",-11752.905195053778,0.0
"(53133124, 53133125)",-11753.905195053778,0.0
"(53133125, 53133126)",-11754.905195053778,0.0
"(53133126, 53133127)",-11755.905195053778,0.0
"(53133127, 53133128)",-11756.905195053778,0.0
"(53133128, 53133129)",-11757.905195053778,0.0
"(53133129, 53133130)",-11758.905195053778,0.0
"(53178331, 53178332)",-11759.905195053778,0.0
"(53178332, 53178333)",-11760.905195053778,0.0
"(53178333, 53178334)",-11761.905195053778,0.0
"(53178334, 53178335)",-11762.905195053778,0.0
"(53178335, 53178336)",-11763.905195053778,0.0
"(53178336, 53178337)",-11764.905195053778,0.0
"(53178337, 53178338)",-11765.905195053778,0.0
"(53178338, 53178339)",-11766.905195053778,0.0
"(53178339, 53178340)",-11767.905195053778,0.0
"(53178340, 53178341)",-11768.905195053778,0.0
"(53178341, 53178342)",-11769.905195053778,0.0
"(53178342, 53203153)",-11770.905195053778,0.0
"(53223542, 53223543)",-11771.905195053778,0.0
"(53223543, 53223544)",-11772.905195053778,0.0
"(53223544, 53223545)",-11773.905195053778,0.0
"(53223545, 53223546)",-11774.905195053778,0.0
"(53223546, 53223547)",-11775.905195053778,0.0
"(53223547, 53223548)",-11776.905195053778,0.0
"(53268753, 53268754)",-11777.905195053778,0.0
"(53268754, 53268755)",-11778.905195053778,0.0
"(53268755, 53268756)",-11779.905195053778,0.0
"(53313964, 53313965)",-11780.905195053778,0.0
"(53313965, 53313966)",-11781.905195053778,0.0
"(53313966, 53313967)",-11782.905195053778,0.0
"(53313967, 53338786)",-11783.905195053778,0.0
"(53359175, 53359176)",-11784.905195053778,0.0
"(53359176, 53359177)",-11785.905195053778,0.0
"(53359177, 53359178)",-11786.905195053778,0.0
"(53359178, 53359179)",-11787.905195053778,0.0
"(53359179, 53359180)",-11788.905195053778,0.0
"(53359180, 53359181)",-11789.905195053778,0.0
"(53359181, 53359182)",-11790.905195053778,0.0
"(53359182, 53383997)",-11791.905195053778,0.0
"(53404386, 53404387)",-11792.905195053778,0.0
"(53404387, 53404388)",-11793.905195053778,0.0
"(53404388, 53404389)",-11794.905195053778,0.0
"(53404389, 53404390)",-11795.905195053778,0.0
"(53404390, 53404391)",-11796.905195053778,0.0
"(53404391, 53404392)",-11797.905195053778,0.0
"(53449597, 53449598)",-11798.905195053778,0.0
"(53449598, 53449599)",-11799.905195053778,0.0
"(53449599, 53449600)",-11800.905195053778,0.0
"(53449600, 53449601)",-11801.905195053778,0.0
"(53449601, 53449602)",-11802.905195053778,0.0
"(53449602, 53449603)",-11803.905195053778,0.0
"(53449603, 53449604)",-11804.905195053778,0.0
"(53449604, 53449605)",-11805.905195053778,0.0
"(53449605, 53449606)",-11806.905195053778,0.0
"(53494808, 53494809)",-11807.905195053778,0.0
"(53494809, 53494810)",-11808.905195053778,0.0
"(53494810, 53519630)",-11809.905195053778,0.0
"(53540019, 53540020)",-11810.905195053778,0.0
"(53540020, 53540021)",-11811.905195053778,0.0
"(53540021, 53540022)",-11812.905195053778,0.0
"(53540022, 53540023)",-11813.905195053778,0.0
"(53540023, 53540024)",-11814.905195053778,0.0
"(53540024, 53540025)",-11815.905195053778,0.0
"(53540025, 53540026)",-11816.905195053778,0.0
"(53540026, 53564841)",-11817.905195053778,0.0
"(53585230, 53585231)",-11818.905195053778,0.0
"(53585231, 53585232)",-11819.905195053778,0.0
"(53585232, 53585233)",-11820.905195053778,0.0
"(53585233, 53585234)",-11821.905195053778,0.0
"(53630441, 53630442)",-11822.905195053778,0.0
"(53630442, 53630443)",-11823.905195053778,0.0
"(53630443, 53655263)",-11824.905195053778,0.0
"(53675652, 53675653)",-11825.905195053778,0.0
"(53675653, 53675654)",-11826.905195053778,0.0
"(53675654, 53675655)",-11827.905195053778,0.0
"(53675655, 53675656)",-11828.905195053778,0.0
"(53675656, 53675657)",-11829.905195053778,0.0
"(53675657, 53675658)",-11830.905195053778,0.0
"(53675658, 53675659)",-11831.905195053778,0.0
"(53675659, 53675660)",-11832.905195053778,0.0
"(53675660, 53675661)",-11833.905195053778,0.0
"(53675661, 53675662)",-11834.905195053778,0.0
"(53675662, 53675663)",-11835.905195053778,0.0
"(53675663, 53675664)",-11836.905195053778,0.0
"(53675664, 53675665)",-11837.905195053778,0.0
"(53720863, 53720864)",-11838.905195053778,0.0
"(53720864, 53720865)",-11839.905195053778,0.0
"(53720865, 53720866)",-11840.905195053778,0.0
"(53720866, 53720867)",-11841.905195053778,0.0
"(53720867, 53720868)",-11842.905195053778,0.0
"(53720868, 53745685)",-11843.905195053778,0.0
"(53766074, 53766075)",-11844.905195053778,0.0
"(53766075, 53790896)",-11845.905195053778,0.0
"(53811285, 53811286)",-11846.905195053778,0.0
"(53811286, 53811287)",-11847.905195053778,0.0
"(53811287, 53836107)",-11848.905195053778,0.0
"(53856496, 53856497)",-11849.905195053778,0.0
"(53856497, 53856498)",-11850.905195053778,0.0
"(53856498, 53856499)",-11851.905195053778,0.0
"(53856499, 53856500)",-11852.905195053778,0.0
"(53901707, 53901708)",-11853.905195053778,0.0
"(53901708, 53901709)",-11854.905195053778,0.0
"(53901709, 53901710)",-11855.905195053778,0.0
"(53901710, 53926529)",-11856.905195053778,0.0
"(53946918, 53971740)",-11857.905195053778,0.0
"(53992129, 53992130)",-11858.905195053778,0.0
"(54037340, 54037341)",-11859.905195053778,0.0
"(54037341, 54037342)",-11860.905195053778,0.0
"(54037342, 54037343)",-11861.905195053778,0.0
"(54037343, 54037344)",-11862.905195053778,0.0
"(54037344, 54062162)",-11863.905195053778,0.0
"(54082551, 54082552)",-11864.905195053778,0.0
"(54127762, 54127763)",-11865.905195053778,0.0
"(54127763, 54127764)",-11866.905195053778,0.0
"(54127764, 54127765)",-11867.905195053778,0.0
"(54127765, 54127766)",-11868.905195053778,0.0
"(54127766, 54127767)",-11869.905195053778,0.0
"(54127767, 54127768)",-11870.905195053778,0.0
"(54127768, 54127769)",-11871.905195053778,0.0
"(54127769, 54127770)",-11872.905195053778,0.0
"(54127770, 54127771)",-11873.905195053778,0.0
"(54127771, 54127772)",-11874.905195053778,0.0
"(54127772, 54127773)",-11875.905195053778,0.0
"(54127773, 54127774)",-11876.905195053778,0.0
"(54127774, 54127775)",-11877.905195053778,0.0
"(54127775, 54127776)",-11878.905195053778,0.0
"(54127776, 54152584)",-11879.905195053778,0.0
"(54172973, 54197795)",-11880.905195053778,0.0
"(54218184, 54218185)",-11881.905195053778,0.0
"(54218185, 54218186)",-11882.905195053778,0.0
"(54218186, 54218187)",-11883.905195053778,0.0
"(54218187, 54218188)",-11884.905195053778,0.0
"(54263395, 54263396)",-11885.905195053778,0.0
"(54263396, 54263397)",-11886.905195053778,0.0
"(54263397, 54263398)",-11887.905195053778,0.0
"(54263398, 54263399)",-11888.905195053778,0.0
"(54263399, 54263400)",-11889.905195053778,0.0
"(54263400, 54263401)",-11890.905195053778,0.0
"(54263401, 54263402)",-11891.905195053778,0.0
"(54263402, 54288217)",-11892.905195053778,0.0
"(54308606, 54308607)",-11893.905195053778,0.0
"(54308607, 54308608)",-11894.905195053778,0.0
"(54308608, 54308609)",-11895.905195053778,0.0
"(54308609, 54333428)",-11896.905195053778,0.0
"(54353817, 54353818)",-11897.905195053778,0.0
"(54353818, 54353819)",-11898.905195053778,0.0
"(54353819, 54353820)",-11899.905195053778,0.0
"(54353820, 54423850)",-11900.905195053778,0.0
"(54444239, 54444240)",-11901.905195053778,0.0
"(54444240, 54444241)",-11902.905195053778,0.0
"(54444241, 54444242)",-11903.905195053778,0.0
"(54489450, 54489451)",-11904.905195053778,0.0
"(54489451, 54489452)",-11905.905195053778,0.0
"(54489452, 54489453)",-11906.905195053778,0.0
"(54489453, 54489454)",-11907.905195053778,0.0
"(54489454, 54489455)",-11908.905195053778,0.0
"(54489455, 54489456)",-11909.905195053778,0.0
"(54489456, 54489457)",-11910.905195053778,0.0
"(54489457, 54489458)",-11911.905195053778,0.0
"(54489458, 54514272)",-11912.905195053778,0.0
"(54534661, 54534662)",-11913.905195053778,0.0
"(54534662, 54534663)",-11914.905195053778,0.0
"(54534663, 54534664)",-11915.905195053778,0.0
"(54534664, 54534665)",-11916.905195053778,0.0
"(54579872, 54604694)",-11917.905195053778,0.0
"(54625083, 54625084)",-11918.905195053778,0.0
"(54625084, 54625085)",-11919.905195053778,0.0
"(54625085, 54625086)",-11920.905195053778,0.0
"(54625086, 54625087)",-11921.905195053778,0.0
"(54625087, 54625088)",-11922.905195053778,0.0
"(54715505, 54715506)",-11923.905195053778,0.0
"(54715506, 54715507)",-11924.905195053778,0.0
"(54715507, 54715508)",-11925.905195053778,0.0
"(54715508, 54715509)",-11926.905195053778,0.0
"(54715509, 54715510)",-11927.905195053778,0.0
"(54715510, 54715511)",-11928.905195053778,0.0
"(54715511, 54715512)",-11929.905195053778,0.0
"(54715512, 54740327)",-11930.905195053778,0.0
"(54760716, 54760717)",-11931.905195053778,0.0
"(54760717, 54760718)",-11932.905195053778,0.0
"(54760718, 54760719)",-11933.905195053778,0.0
"(54760719, 54760720)",-11934.905195053778,0.0
"(54760720, 54760721)",-11935.905195053778,0.0
"(54760721, 54760722)",-11936.905195053778,0.0
"(54760722, 54760723)",-11937.905195053778,0.0
"(54760723, 54760724)",-11938.905195053778,0.0
"(54805927, 54805928)",-11939.905195053778,0.0
"(54805928, 54805929)",-11940.905195053778,0.0
"(54805929, 54805930)",-11941.905195053778,0.0
"(54805930, 54805931)",-11942.905195053778,0.0
"(54805931, 54805932)",-11943.905195053778,0.0
"(54805932, 54805933)",-11944.905195053778,0.0
"(54851138, 54851139)",-11945.905195053778,0.0
"(54851139, 54851140)",-11946.905195053778,0.0
"(54896349, 54896350)",-11947.905195053778,0.0
"(54896350, 54896351)",-11948.905195053778,0.0
"(54896351, 54896352)",-11949.905195053778,0.0
"(54896352, 54896353)",-11950.905195053778,0.0
"(54896353, 54896354)",-11951.905195053778,0.0
"(54941560, 54941561)",-11952.905195053778,0.0
"(54941561, 54941562)",-11953.905195053778,0.0
"(54941562, 54941563)",-11954.905195053778,0.0
"(54941563, 54941564)",-11955.905195053778,0.0
"(54941564, 54941565)",-11956.905195053778,0.0
"(54941565, 54966382)",-11957.905195053778,0.0
"(54986771, 55011593)",-11958.905195053778,0.0
"(55031982, 55031983)",-11959.905195053778,0.0
"(55031983, 55031984)",-11960.905195053778,0.0
"(55031984, 55031985)",-11961.905195053778,0.0
"(55031985, 55031986)",-11962.905195053778,0.0
"(55031986, 55056804)",-11963.905195053778,0.0
"(55077193, 55077194)",-11964.905195053778,0.0
"(55077194, 55077195)",-11965.905195053778,0.0
"(55077195, 55077196)",-11966.905195053778,0.0
"(55077196, 55147226)",-11967.905195053778,0.0
"(55167615, 55167616)",-11968.905195053778,0.0
"(55167616, 55167617)",-11969.905195053778,0.0
"(55167617, 55167618)",-11970.905195053778,0.0
"(55167618, 55167619)",-11971.905195053778,0.0
"(55167619, 55167620)",-11972.905195053778,0.0
"(55167620, 55167621)",-11973.905195053778,0.0
"(55212826, 55212827)",-11974.905195053778,0.0
"(55212827, 55212828)",-11975.905195053778,0.0
"(55212828, 55212829)",-11976.905195053778,0.0
"(55212829, 55212830)",-11977.905195053778,0.0
"(55212830, 55212831)",-11978.905195053778,0.0
"(55212831, 55212832)",-11979.905195053778,0.0
"(55212832, 55212833)",-11980.905195053778,0.0
"(55212833, 55212834)",-11981.905195053778,0.0
"(55258037, 55258038)",-11982.905195053778,0.0
"(55258038, 55258039)",-11983.905195053778,0.0
"(55258039, 55258040)",-11984.905195053778,0.0
"(55258040, 55258041)",-11985.905195053778,0.0
"(55303248, 55303249)",-11986.905195053778,0.0
"(55303249, 55303250)",-11987.905195053778,0.0
"(55303250, 55303251)",-11988.905195053778,0.0
"(55303251, 55303252)",-11989.905195053778,0.0
"(55303252, 55303253)",-11990.905195053778,0.0
"(55303253, 55303254)",-11991.905195053778,0.0
"(55348459, 55348460)",-11992.905195053778,0.0
"(55348460, 55348461)",-11993.905195053778,0.0
"(55348461, 55348462)",-11994.905195053778,0.0
"(55348462, 55348463)",-11995.905195053778,0.0
"(55348463, 55348464)",-11996.905195053778,0.0
"(55348464, 55348465)",-11997.905195053778,0.0
"(55393670, 55393671)",-11998.905195053778,0.0
"(55393671, 55393672)",-11999.905195053778,0.0
"(55393672, 55393673)",-12000.905195053778,0.0
"(55393673, 55393674)",-12001.905195053778,0.0
"(55393674, 55393675)",-12002.905195053778,0.0
"(55393675, 55418492)",-12003.905195053778,0.0
"(55438881, 55438882)",-12004.905195053778,0.0
"(55438882, 55438883)",-12005.905195053778,0.0
"(55438883, 55438884)",-12006.905195053778,0.0
"(55438884, 55438885)",-12007.905195053778,0.0
"(55438885, 55438886)",-12008.905195053778,0.0
"(55484092, 55484093)",-12009.905195053778,0.0
"(55484093, 55484094)",-12010.905195053778,0.0
"(55484094, 55508914)",-12011.905195053778,0.0
"(55529303, 55554125)",-12012.905195053778,0.0
"(55574514, 55574515)",-12013.905195053778,0.0
"(55574515, 55574516)",-12014.905195053778,0.0
"(55574516, 55574517)",-12015.905195053778,0.0
"(55574517, 55574518)",-12016.905195053778,0.0
"(55574518, 55574519)",-12017.905195053778,0.0
"(55619725, 55619726)",-12018.905195053778,0.0
"(55619726, 55619727)",-12019.905195053778,0.0
