rank,data,discretized_data,our u,our weights,std_our weights
5884,79432407.0,983134901439.0,-304.5,1.33347294604905e-25,5.370243543324182e-35
5885,79444796.0,983288240092.0,-303.5,1.2041741239157249e-25,4.84952344414388e-35
5886,79453509.0,983396080893.0,-302.5,1.3628762299795389e-26,5.488658240936223e-36
5887,79454277.0,983405586429.0,-301.5,3.89139957118168e-25,1.5671681591704532e-34
5888,79471355.0,983616960835.0,-300.5,4.834860034605956e-25,1.9471243087944662e-34
5889,79487880.0,983821490760.0,-299.5,1.9048390262037314e-24,7.6712838545779044e-34
5890,79538584.0,984449054168.0,-298.5,1.094038811693932e-25,4.4059798003800566e-35
5891,79540852.0,984477125204.0,-297.5,4.961923121038155e-25,1.9982959296008066e-34
5892,79548863.0,984576277351.0,-296.5,3.275885485609635e-25,1.31928457415569e-34
5893,79552982.0,984627258214.0,-295.5,1.13169314739013e-24,4.557623636687201e-34
5894,79564064.0,984764420128.0,-294.5,5.069932477364075e-24,2.041794116057942e-33
5895,79602729.0,985242976833.0,-293.5,2.388795438561722e-24,9.620302622762374e-34
5896,79616917.0,985418581709.0,-292.5,4.563726767156945e-25,1.8379318663671501e-34
5897,79619028.0,985444709556.0,-291.5,2.684302750090346e-25,1.0810387683313207e-34
5898,79619995.0,985456678115.0,-290.5,5.5514533928027475e-24,2.2357151547090674e-33
5899,79635570.0,985649449890.0,-289.5,2.24944710515748e-24,9.059110519124758e-34
5900,79640485.0,985710282845.0,-288.5,1.3252313119371693e-23,5.3370523319787214e-33
5901,79663036.0,985989396572.0,-287.5,4.66776969224642e-24,1.8798326674554507e-33
5902,79669222.0,986065960694.0,-286.5,1.8169537735441847e-23,7.317347007154991e-33
5903,79687975.0,986298066575.0,-285.5,5.982759184710334e-24,2.4094132526759415e-33
5904,79692784.0,986357587568.0,-284.5,5.259520463793751e-23,2.1181461457734628e-32
5905,79725709.0,986765100293.0,-283.5,2.1955335930568105e-23,8.841986736363064e-33
5906,79736413.0,986897583701.0,-282.5,2.7153528453976862e-24,1.0935434520099732e-33
5907,79737444.0,986910344388.0,-281.5,8.647805689862692e-23,3.4826970286504024e-32
5908,79763016.0,987226849032.0,-280.5,5.209397608533306e-23,2.097960363929676e-32
5909,79775013.0,987375335901.0,-279.5,3.077708937329319e-23,1.2394737064516302e-32
5910,79780533.0,987443656941.0,-278.5,4.037050508593345e-23,1.6258255926438232e-32
5911,79786172.0,987513450844.0,-277.5,9.676990881905199e-23,3.897176763603182e-32
5912,79796699.0,987643743523.0,-276.5,9.272798106911528e-23,3.7343977851020165e-32
5913,79804555.0,987740977235.0,-275.5,1.3170514060251776e-23,5.304109716203106e-33
5914,79805424.0,987751732848.0,-274.5,2.7645750272561358e-22,1.1133665091703653e-31
5915,79819630.0,987927560510.0,-273.5,5.724733578532493e-23,2.3054996075064284e-32
5916,79821921.0,987955916217.0,-272.5,7.746313078799466e-22,3.119642428385668e-31
5917,79846064.0,988254734128.0,-271.5,2.247769600576911e-22,9.052354770409053e-32
5918,79851520.0,988322263040.0,-270.5,2.314879375374409e-22,9.322623346811762e-32
5919,79855896.0,988376424792.0,-269.5,2.3500422326192085e-21,9.464233349206793e-31
5920,79890494.0,988804644238.0,-268.5,3.300007965488609e-21,1.3289993263149185e-30
5921,79928331.0,989272952787.0,-267.5,2.2253157258742973e-21,8.961927157309293e-31
5922,79948202.0,989518896154.0,-266.5,2.231707387539391e-22,8.987668046833734e-32
5923,79949754.0,989538105258.0,-265.5,8.563472332525599e-22,3.4487337848464505e-31
5924,79954392.0,989595509784.0,-264.5,8.761248158399241e-21,3.528383271179896e-30
5925,79991347.0,990052901819.0,-263.5,3.326649779120041e-21,1.3397286799220205e-30
5926,80002275.0,990188157675.0,-262.5,6.613637311515811e-22,2.663484338042899e-31
5927,80003967.0,990209099559.0,-261.5,4.6099137203039705e-21,1.8565325577166472e-30
5928,80013152.0,990322782304.0,-260.5,1.1222401367335325e-20,4.5195538958694524e-30
5929,80030566.0,990538315382.0,-259.5,1.3827298149256192e-21,5.568613808602163e-31
5930,80032237.0,990558997349.0,-258.5,1.359061146660523e-20,5.4732939048078496e-30
5931,80045028.0,990717311556.0,-257.5,1.3708430823310088e-20,5.5207428344241246e-30
5932,80055076.0,990841675652.0,-256.5,7.299703820795106e-21,2.9397812252549307e-30
5933,80059243.0,990893250611.0,-255.5,2.0347541493350305e-20,8.194485958709953e-30
5934,80068289.0,991005212953.0,-254.5,6.192902912364304e-20,2.4940436158151047e-29
5935,80089731.0,991270600587.0,-253.5,7.101477239772014e-20,2.8599502080596754e-29
5936,80108880.0,991507607760.0,-252.5,3.434726438048536e-20,1.3832539708935745e-29
5937,80116093.0,991596883061.0,-251.5,9.532261687840159e-21,3.838890540229761e-30
5938,80117652.0,991616178804.0,-250.5,8.889656276654521e-20,3.580096571401996e-29
5939,80128975.0,991756323575.0,-249.5,5.035282950342302e-19,2.027839847295367e-28
5940,80178924.0,992374542348.0,-248.5,8.412348183880009e-20,3.3878721463775967e-29
5941,80185423.0,992454980471.0,-247.5,1.2265935736284233e-19,4.9398124188255387e-29
5942,80192803.0,992546322731.0,-246.5,4.7676142857708865e-19,1.9200426908608203e-28
5943,80215143.0,992822824911.0,-245.5,1.1671583850582777e-18,4.70045140395772e-28
5944,80257736.0,993349998472.0,-244.5,2.2518795583725722e-20,9.068906643006754e-30
5945,80258376.0,993357919752.0,-243.5,5.327534558887382e-19,2.1455371967965686e-28
5946,80270168.0,993503869336.0,-242.5,1.148623284273198e-18,4.625805716086168e-28
5947,80289968.0,993748933936.0,-241.5,1.4152711279250793e-20,5.6996661681902775e-30
5948,80290158.0,993751285566.0,-240.5,2.636151677767826e-18,1.0616470749332427e-27
5949,80317720.0,994092420440.0,-239.5,1.8557800111182098e-18,7.4737103981493595e-28
5950,80332831.0,994279449287.0,-238.5,1.622640390719667e-19,6.534796305555334e-29
5951,80333860.0,994292185220.0,-237.5,6.457063348598705e-19,2.6004279171459028e-28
5952,80337049.0,994331655473.0,-236.5,8.105141674964097e-18,3.264152068226709e-27
5953,80368224.0,994717508448.0,-235.5,3.575339111012378e-19,1.439882363792807e-28
5954,80369295.0,994730764215.0,-234.5,4.854445168518662e-18,1.9550117533242913e-27
5955,80380620.0,994870933740.0,-233.5,1.7678708970161093e-18,7.119677454470284e-28
5956,80383832.0,994910688664.0,-232.5,2.2855390498843317e-18,9.2044621992692e-28
5957,80387066.0,994950715882.0,-231.5,6.705141037724381e-18,2.7003352765128273e-27
5958,80394455.0,995042169535.0,-230.5,1.9357262359895562e-17,7.795674708861891e-27
5959,80411068.0,995247788636.0,-229.5,1.1681787353410685e-17,4.704560620822091e-27
5960,80418876.0,995344428252.0,-228.5,7.357696782515682e-19,2.9631365043523373e-28
5961,80419259.0,995349168643.0,-227.5,8.537256541046187e-18,3.438176001477648e-27
5962,80422720.0,995392005440.0,-226.5,1.8389392595709156e-17,7.405888296823986e-27
5963,80428526.0,995463866302.0,-225.5,2.6556886343768457e-17,1.0695151172056154e-26
5964,80435056.0,995544688112.0,-224.5,1.6830534159783507e-16,6.778095323948913e-26
5965,80467286.0,995943598822.0,-223.5,8.640310339870526e-17,3.4796784556062586e-26
5966,80480172.0,996103088844.0,-222.5,9.779686532781517e-17,3.938534982206722e-26
5967,80491531.0,996243679187.0,-221.5,1.1172175504647226e-16,4.4993266302464177e-26
5968,80501637.0,996368761149.0,-220.5,3.395418036802934e-17,1.3674234519008159e-26
5969,80504029.0,996398366933.0,-219.5,3.529581364878533e-16,1.4214545253083126e-25
5970,80523394.0,996638047538.0,-218.5,9.571998568311496e-16,3.8548936189885246e-25
5971,80564294.0,997144266838.0,-217.5,1.9040050942917988e-16,7.667925393141626e-26
5972,80570630.0,997222687510.0,-216.5,1.4433372742844134e-15,5.8126958638573555e-25
5973,80608036.0,997685661572.0,-215.5,1.0407926433708251e-15,4.1915435851638845e-25
5974,80629043.0,997945665211.0,-214.5,3.9862468533143404e-16,1.605365634866074e-25
5975,80635309.0,998023219493.0,-213.5,2.1933497219218427e-15,8.833191717388917e-25
5976,80662160.0,998355554320.0,-212.5,1.170012803974044e-15,4.711946893834553e-25
5977,80673315.0,998493619755.0,-211.5,7.813981609719713e-16,3.1468943116981415e-25
5978,80679117.0,998565431109.0,-210.5,1.3663134469327296e-15,5.502500810599573e-25
5979,80687018.0,998663221786.0,-209.5,6.627834986782593e-15,2.6692021123822704e-24
5980,80716867.0,999032662859.0,-208.5,1.5207874960346974e-15,6.124608118632256e-25
5981,80722201.0,999098681777.0,-207.5,1.4901005058075716e-14,6.0010236007614204e-24
5982,80762904.0,999602462808.0,-206.5,9.631739343471724e-16,3.878952788169869e-25
5983,80764953.0,999627823281.0,-205.5,8.607081368825156e-16,3.4662962818069e-25
5984,80766379.0,999645472883.0,-204.5,2.157641240893528e-15,8.689384345629033e-25
5985,80769163.0,999679930451.0,-203.5,4.383884598343852e-14,1.7655047317374233e-23
5986,80813216.0,1000225174432.0,-202.5,3.2021252209241568e-15,1.2895793906831114e-24
5987,80815722.0,1000256191194.0,-201.5,1.4261019795314245e-14,5.743284834080735e-24
5988,80824414.0,1000363772078.0,-200.5,1.8317832011123794e-14,7.377068981931645e-24
5989,80833109.0,1000471390093.0,-199.5,1.3828305041421174e-13,5.569019310353349e-23
5990,80884229.0,1001104102333.0,-198.5,1.6373491726058654e-14,6.5940324086863046e-24
5991,80888943.0,1001162447511.0,-197.5,4.254300822988457e-14,1.7133179637205878e-23
5992,80898482.0,1001280511714.0,-196.5,4.056743228972986e-14,1.6337563650515123e-23
5993,80905566.0,1001368190382.0,-195.5,4.867775912923369e-15,1.9603803919816555e-24
5994,80906228.0,1001376383956.0,-194.5,1.4828997826047294e-13,5.972024409287831e-23
5995,80921934.0,1001570777118.0,-193.5,1.0076863215100174e-13,4.058215787443663e-23
5996,80930246.0,1001673654742.0,-192.5,2.4939231681551034e-13,1.004367942447847e-22
5997,80946267.0,1001871946659.0,-191.5,1.5654519741533436e-13,6.304483627875456e-23
5998,80954099.0,1001968883323.0,-190.5,2.0506307694204527e-14,8.258425251033934e-24
5999,80954898.0,1001978772546.0,-189.5,2.1871880702147764e-13,8.808377137989967e-23
6000,80961535.0,1002060918695.0,-188.5,3.829450943611492e-13,1.542219830206428e-22
6001,80970585.0,1002172930545.0,-187.5,3.935863184167927e-13,1.585074816464082e-22
6002,80977829.0,1002262589533.0,-186.5,1.7308599798117671e-12,6.970624832339461e-22
6003,81002639.0,1002569662903.0,-185.5,7.116198079349613e-13,2.865878674319763e-22
6004,81010583.0,1002667985791.0,-184.5,4.69613441772086e-12,1.8912558826236775e-21
6005,81051411.0,1003173313947.0,-183.5,3.640156862010059e-12,1.465986163635124e-21
6006,81076058.0,1003478369866.0,-182.5,5.086710293585347e-12,2.0485509804922995e-21
6007,81102881.0,1003810358137.0,-181.5,6.438203878963852e-13,2.5928327165580566e-22
6008,81105525.0,1003843082925.0,-180.5,2.347163326776959e-12,9.452639244086785e-22
6009,81113032.0,1003935997064.0,-179.5,8.90133990925717e-12,3.584801875152841e-21
6010,81135204.0,1004210419908.0,-178.5,3.1976131198651353e-12,1.2877622498366599e-21
6011,81141407.0,1004287194439.0,-177.5,1.0709674556119893e-12,4.313065428624794e-22
6012,81143025.0,1004307220425.0,-176.5,1.8253451410526148e-11,7.351141233963512e-21
6013,81164502.0,1004573041254.0,-175.5,1.619164950065892e-11,6.520799799074688e-21
6014,81179339.0,1004756678803.0,-174.5,2.6506227628511136e-11,1.0674749585407563e-20
6015,81198255.0,1004990802135.0,-173.5,1.439222484321091e-11,5.7961245308594564e-21
6016,81206254.0,1005089805758.0,-172.5,4.514531042120557e-11,1.8181194640594325e-20
6017,81225795.0,1005331664715.0,-171.5,4.296037092755203e-11,1.7301262487256486e-20
6018,81240277.0,1005510908429.0,-170.5,1.407965656134471e-10,5.670245126818052e-20
6019,81277241.0,1005968411857.0,-169.5,1.8150043683804908e-11,7.309496243834544e-21
6020,81280952.0,1006014342904.0,-168.5,6.958251167779606e-11,2.8022693311711076e-20
6021,81292032.0,1006151480064.0,-167.5,4.1927169459366913e-10,1.6885165293090379e-19
6022,81344027.0,1006795022179.0,-166.5,6.037409351952886e-11,2.431422301201858e-20
6023,81349858.0,1006867192466.0,-165.5,8.389007089929672e-12,3.3784720787232578e-21
6024,81350489.0,1006875002353.0,-164.5,2.5589185084058327e-10,1.030543262116822e-19
6025,81365479.0,1007060533583.0,-163.5,1.7647300045904935e-10,7.107028261009768e-20
6026,81373530.0,1007160180810.0,-162.5,1.4227324055769538e-10,5.729714680425677e-20
6027,81378585.0,1007222746545.0,-161.5,2.021613579437137e-10,8.141565454504113e-20
6028,81384179.0,1007291983483.0,-160.5,2.180957298529911e-10,8.783284194402534e-20
6029,81388879.0,1007350155383.0,-159.5,4.961006130641837e-09,1.997926633637982e-18
6030,81472141.0,1008380689157.0,-158.5,1.1333626225648799e-09,4.56434704889028e-19
6031,81486955.0,1008564042035.0,-157.5,1.9025344021920694e-09,7.662002532257052e-19
6032,81506322.0,1008803747394.0,-156.5,4.3895806264833344e-10,1.7677986709155132e-19
6033,81509802.0,1008846819354.0,-155.5,3.6187525947414947e-09,1.4573661066299057e-18
6034,81532145.0,1009123358665.0,-154.5,1.3517541219738764e-08,5.443866609518028e-18
6035,81597144.0,1009927851288.0,-153.5,7.1089478282787385e-09,2.862958809007444e-18
6036,81623766.0,1010257351782.0,-152.5,2.506773253617904e-09,1.0095430072057961e-18
6037,81631077.0,1010347840029.0,-151.5,3.0558633739446475e-09,1.2306759279841772e-18
6038,81638018.0,1010433748786.0,-150.5,1.6146906453284512e-08,6.502780606260692e-18
6039,81666581.0,1010787273037.0,-149.5,2.1503186857508866e-08,8.659894505140017e-18
6040,81696205.0,1011153929285.0,-148.5,9.809680321438904e-09,3.950614263631546e-18
6041,81706730.0,1011284197210.0,-147.5,2.2707287936670154e-08,9.144817432525583e-18
6042,81725704.0,1011519038408.0,-146.5,1.0748991267463176e-08,4.328899294310753e-18
6043,81732699.0,1011605615523.0,-145.5,6.17488064666038e-08,2.4867855790983245e-17
6044,81763994.0,1011992953738.0,-144.5,3.799798626697134e-08,1.530278068363734e-17
6045,81778992.0,1012178583984.0,-143.5,1.5787419313688662e-08,6.3580057537942294e-18
6046,81783845.0,1012238649565.0,-142.5,2.6349957994176395e-07,1.061181572557259e-16
6047,81846927.0,1013019415479.0,-141.5,1.0555363349445485e-07,4.2509202787167194e-17
6048,81866607.0,1013262994839.0,-140.5,3.099296885682269e-07,1.2481677366229613e-16
6049,81911610.0,1013819996970.0,-139.5,2.153072369423806e-07,8.670984307905547e-17
6050,81935958.0,1014121352166.0,-138.5,1.9151676619961195e-07,7.712879966324875e-17
6051,81952825.0,1014330115025.0,-137.5,1.250920942420115e-08,5.0377850815381445e-18
6052,81953683.0,1014340734491.0,-136.5,2.785602395209327e-07,1.1218347789855353e-16
6053,81968563.0,1014524904251.0,-135.5,7.118473760512372e-07,2.8667951505112883e-16
6054,81998177.0,1014891436729.0,-134.5,1.4858313686979147e-07,5.983830671526051e-17
6055,82002991.0,1014951019607.0,-133.5,1.0925921372148246e-06,4.4001536647214835e-16
6056,82030560.0,1015292241120.0,-132.5,7.602584841452285e-08,3.061759316403982e-17
6057,82032054.0,1015310732358.0,-131.5,3.9309011786078493e-07,1.5830764873341285e-16
6058,82038070.0,1015385192390.0,-130.5,2.0446239705867713e-07,8.234234304567265e-17
6059,82040507.0,1015415355139.0,-129.5,2.1662092992940145e-06,8.72389015276998e-16
6060,82060615.0,1015664231855.0,-128.5,3.356352429606451e-06,1.3516907124077093e-15
6061,82084879.0,1015964547383.0,-127.5,7.111690518963589e-07,2.8640633621208234e-16
6062,82088883.0,1016014104891.0,-126.5,8.725641515335604e-07,3.514043546809897e-16
6063,82092709.0,1016061459293.0,-125.5,2.8654105213593377e-06,1.153975594097815e-15
6064,82102494.0,1016182568238.0,-124.5,1.1487112021089861e-06,4.626159784154353e-16
6065,82105549.0,1016220379973.0,-123.5,1.4693738225581273e-05,5.917551838379854e-15
6066,82135983.0,1016597061591.0,-122.5,6.751103442122961e-07,2.7188455362213927e-16
6067,82137072.0,1016610540144.0,-121.5,2.734306812638625e-05,1.1011767092498457e-14
6068,82171422.0,1017035690094.0,-120.5,4.811032845714185e-06,1.9375284780218414e-15
6069,82176129.0,1017093948633.0,-119.5,3.6857570799624997e-05,1.484350561410035e-14
6070,82204213.0,1017441544301.0,-118.5,2.480556791782339e-05,9.989849538670768e-15
6071,82218933.0,1017623733741.0,-117.5,4.4271130726279906e-06,1.7829139664429328e-15
6072,82220979.0,1017649057083.0,-116.5,6.751416163228698e-06,2.7189714771715947e-15
6073,82223409.0,1017679133193.0,-115.5,1.7184578024631177e-05,6.920678027623937e-15
6074,82228226.0,1017738753202.0,-114.5,9.775761832119391e-05,3.936954402829186e-14
6075,82249567.0,1018002890759.0,-113.5,0.00010656037772264721,4.291464496034721e-14
6076,82267684.0,1018227124868.0,-112.5,0.00021689642861602142,8.734985203834936e-14
6077,82296403.0,1018582579931.0,-111.5,0.0002216153956106528,8.925030319554494e-14
6078,82319256.0,1018865431512.0,-110.5,0.0001784335511283524,7.185984752810969e-14
6079,82333586.0,1019042793922.0,-109.5,0.0005557074674212959,2.237978991428653e-13
6080,82368343.0,1019472981311.0,-108.5,1.3036208400658733e-05,5.2500213221791815e-15
6081,82368978.0,1019480840706.0,-107.5,0.0004183124109857361,1.6846532438805764e-13
6082,82384847.0,1019677251319.0,-106.5,9.071092682348758e-06,3.65316574682774e-15
6083,82385115.0,1019680568355.0,-105.5,0.00044460471541698154,1.7905392151928252e-13
6084,82395345.0,1019807185065.0,-104.5,7.617363886025047e-05,3.067711223334567e-14
6085,82396710.0,1019824079670.0,-103.5,0.0024321093694734982,9.794739125958143e-13
6086,82430652.0,1020244179804.0,-102.5,0.001602756116175269,6.454717142868061e-13
6087,82448072.0,1020459787144.0,-101.5,0.0003988369170822353,1.6062203475115805e-13
6088,82451448.0,1020501571896.0,-100.5,0.0037803498944967936,1.5224455563630833e-12
6089,82476369.0,1020810019113.0,-99.5,0.0012650838424842924,5.094822776115862e-13
6090,82482864.0,1020890407728.0,-98.5,0.006108443558178267,2.4600296297920085e-12
6091,82507288.0,1021192703576.0,-97.5,0.0031394139768740107,1.2643239361609964e-12
6092,82517064.0,1021313701128.0,-96.5,0.012017390490123868,4.8397167620391486e-12
6093,82546208.0,1021674416416.0,-95.5,0.0024498197696171922,9.866063529128944e-13
6094,82550835.0,1021731684795.0,-94.5,0.0038105167315778954,1.5345945289040936e-12
6095,82556440.0,1021801057880.0,-93.5,0.009613632485102922,3.871660683779371e-12
6096,82567453.0,1021937365781.0,-92.5,0.003119383016199873,1.2562569455598304e-12
6097,82570236.0,1021971810972.0,-91.5,0.033745541451221626,1.359021018246706e-11
6098,82593683.0,1022262014491.0,-90.5,0.08202177761188624,3.30323103245022e-11
6099,82638067.0,1022811355259.0,-89.5,0.031433583519619585,1.2659124389432433e-11
6100,82651314.0,1022975313378.0,-88.5,0.08904091987966192,3.585910209068549e-11
6101,82680538.0,1023337018826.0,-87.5,0.0008411279398408733,3.387441718576769e-13
6102,82680753.0,1023339679881.0,-86.5,0.21699553925455273,8.738976647892534e-11
6103,82723950.0,1023874329150.0,-85.5,0.01895703562936712,7.634492959966699e-12
6104,82726889.0,1023910705153.0,-84.5,0.033865818094134525,1.3638648725365848e-11
6105,82730978.0,1023961314706.0,-83.5,0.13854658680866094,5.579632608695209e-11
6106,82744006.0,1024122562262.0,-82.5,0.046549894701085864,1.8746857384816533e-11
6107,82747415.0,1024164755455.0,-81.5,0.07851441721232265,3.1619804761815333e-11
6108,82751893.0,1024220179661.0,-80.5,1.3629094777887265,5.488792138540332e-10
6109,82812431.0,1024969458487.0,-79.5,0.5609237503398218,2.2589863240081138e-10
6110,82831835.0,1025209621795.0,-78.5,0.0061244927913277234,2.4664930748098875e-12
6111,82832000.0,1025211664000.0,-77.5,0.11419487613631524,4.5989256705114576e-11
6112,82834396.0,1025241319292.0,-76.5,1.6991475841421642,6.842910739156979e-10
6113,82862161.0,1025584966697.0,-75.5,1.5292278463449032,6.158599611966316e-10
6114,82881622.0,1025825835494.0,-74.5,0.3566728759538957,1.436414750554541e-10
6115,82885157.0,1025869588189.0,-73.5,0.15080205726377774,6.073192386394443e-11
6116,82886321.0,1025883995017.0,-72.5,2.0135240507947607,8.108986811578531e-10
6117,82898425.0,1026033806225.0,-71.5,0.8697797578924379,3.5028300669881913e-10
6118,82902497.0,1026084205369.0,-70.5,4.504029176877545,1.8138900888642889e-09
6119,82918919.0,1026287460463.0,-69.5,3.176899312646347,1.2794202591120676e-09
6120,82927940.0,1026399113380.0,-68.5,0.992560328434998,3.9972994659778495e-10
6121,82930135.0,1026426280895.0,-67.5,23.18146793647417,9.335782092878528e-09
6122,82970060.0,1026920432620.0,-66.5,0.19607642401970027,7.896509285844615e-11
6123,82970323.0,1026923687771.0,-65.5,26.738050215951706,1.0768110591124856e-08
6124,82998254.0,1027269389758.0,-64.5,12.554884559039127,5.056179650297928e-09
6125,83008468.0,1027395808436.0,-63.5,10.157960650759826,4.090875841141923e-09
6126,83014904.0,1027475466808.0,-62.5,82.2184185357734,3.3111502756188736e-08
6127,83055474.0,1027977601698.0,-61.5,8.415457813986807,3.389124475572024e-09
6128,83058708.0,1028017628916.0,-60.5,22.35976755469422,9.004861905642987e-09
6129,83065400.0,1028100455800.0,-59.5,40.68037274529558,1.6383047719320486e-08
6130,83074882.0,1028217814514.0,-58.5,20.39365215742528,8.21305592645926e-09
6131,83078584.0,1028263634168.0,-57.5,252.10536875321762,1.0152941106122214e-07
6132,83114225.0,1028704762825.0,-56.5,25.54001514180686,1.028563060226083e-08
6133,83117037.0,1028739566949.0,-55.5,54.788885594160256,2.2064914026170544e-08
6134,83121735.0,1028797714095.0,-54.5,371.65275290611515,1.4967426242626652e-07
6135,83146554.0,1029104898858.0,-53.5,400.78158638782145,1.614052038295535e-07
6136,83167398.0,1029362885046.0,-52.5,207.2379467771712,8.34601293494054e-08
6137,83175792.0,1029466777584.0,-51.5,1496.8928771184637,6.028378252600631e-07
6138,83223011.0,1030051207147.0,-50.5,1588.4711805604873,6.39718797928107e-07
6139,83262035.0,1030534207195.0,-49.5,537.8195093356915,2.165939516089393e-07
6140,83272325.0,1030661566525.0,-48.5,1644.8947297226377,6.624420336320826e-07
6141,83296835.0,1030964926795.0,-47.5,1022.3498941548092,4.117269821161466e-07
6142,83308699.0,1031111767523.0,-46.5,317.1160511786461,1.2771090942432535e-07
6143,83311565.0,1031147240005.0,-45.5,480.9216542616937,1.9367970053654505e-07
6144,83314950.0,1031189136150.0,-44.5,8122.56523331543,3.2711689898684423e-06
6145,83359475.0,1031740222075.0,-43.5,6987.643058803744,2.8141062127116093e-06
6146,83389306.0,1032109440362.0,-42.5,445.141654975147,1.7927016109159157e-07
6147,83390786.0,1032127758322.0,-41.5,6585.836326212735,2.6522881557533184e-06
6148,83407839.0,1032338823303.0,-40.5,5896.606417734919,2.374717285130439e-06
6149,83419730.0,1032485998210.0,-39.5,1959.2275469847277,7.890320621255851e-07
6150,83422807.0,1032524082239.0,-38.5,5701.81268270058,2.2962687646000734e-06
6151,83429781.0,1032610399437.0,-37.5,15776.323733017316,6.35353727390221e-06
6152,83444809.0,1032796400993.0,-36.5,5076.431838372531,2.0444115783465328e-06
6153,83448575.0,1032843012775.0,-35.5,22590.660513949137,9.097848525829889e-06
6154,83461627.0,1033004557379.0,-34.5,11629.906395153119,4.6836668050210525e-06
6155,83466860.0,1033069326220.0,-33.5,32891.048660214976,1.324608363626927e-05
6156,83478386.0,1033211983522.0,-32.5,62033.98541285895,2.4982704794808658e-05
6157,83495316.0,1033421526132.0,-31.5,43242.3325212593,1.7414815779249267e-05
6158,83504507.0,1033535283139.0,-30.5,9418.160378550234,3.7929389653354533e-06
6159,83506066.0,1033554578882.0,-29.5,43493.47851592762,1.751595882533021e-05
6160,83511673.0,1033623976721.0,-28.5,117012.2001182374,4.712386659489132e-05
6161,83523421.0,1033769381717.0,-27.5,183702.98968355454,7.398198794812065e-05
6162,83537785.0,1033947164945.0,-26.5,217864.85502509127,8.77398626258083e-05
6163,83551052.0,1034111370604.0,-25.5,6072.682237242759,2.445627612606457e-06
6164,83551340.0,1034114935180.0,-24.5,67930.1151225017,2.735723009714997e-05
6165,83553849.0,1034145989073.0,-23.5,739196.4098895919,0.0002976936846915211
6166,83575112.0,1034409161224.0,-22.5,447143.17268755304,0.00018007622450695704
6167,83585129.0,1034533141633.0,-21.5,235285.7971820828,9.47557306578071e-05
6168,83589234.0,1034583949218.0,-20.5,1926825.5738794445,0.0007759829419784403
6169,83615415.0,1034907991455.0,-19.5,452652.8978933146,0.00018229513463178555
6170,83620205.0,1034967277285.0,-18.5,82511.09009728943,3.322936923171064e-05
6171,83620885.0,1034975693645.0,-17.5,1957202.7697477161,0.000788216631492669
6172,83633447.0,1035131173519.0,-16.5,2800577.959675689,0.0011278658296057522
6173,83647446.0,1035304439142.0,-15.5,3370989.520319285,0.0013575854508144048
6174,83660569.0,1035466862513.0,-14.5,478591.8585892364,0.00019274143101976566
6175,83662020.0,1035484821540.0,-13.5,22623465.84604858,0.009111060089170234
6176,83715438.0,1036145976126.0,-12.5,9519349.017633274,0.003833690270962127
6177,83732943.0,1036362635511.0,-11.5,536265.6450341778,0.0002159681699043213
6178,83733711.0,1036372141047.0,-10.5,11606317.068563385,0.004674166767604829
6179,83746656.0,1036532361312.0,-9.5,4157128.8423199398,0.0016741842712581136
6180,83750267.0,1036577054659.0,-8.5,5030388.949551154,0.002025868905460547
6181,83753670.0,1036619173590.0,-7.5,6347160.875995088,0.0025561673233600556
6182,83757014.0,1036660562278.0,-6.5,60339598.55548919,0.024300330989802447
6183,83781772.0,1036966992044.0,-5.5,126067704.85903738,0.05077075467086687
6184,83822057.0,1037465599489.0,-4.5,74915760.58388764,0.030170531825251156
6185,83840701.0,1037696356277.0,-3.5,11768822.27725641,0.004739611855960463
6186,83842982.0,1037724588214.0,-2.5,51628084.951174974,0.0207919771214497
6187,83850775.0,1037821042175.0,-1.5,398882014.8140136,0.1606401967846375
6188,83897666.0,1038401412082.0,-0.5,264841837.96728143,0.10665871959081996
6189,83921913.0,1038701517201.0,-0.5,393718352.4299347,0.1585606551891243
6190,83957959.0,1039147658543.0,-1.5,510879639.24175674,0.205744562886161
6191,84018016.0,1039890984032.0,-2.5,26426848.565409597,0.01064278156518194
6192,84022005.0,1039940355885.0,-3.5,24481833.277326465,0.009859473150606047
6193,84026750.0,1039999084750.0,-4.5,108917968.58972636,0.04386410832735775
6194,84053856.0,1040334575712.0,-5.5,97774838.54079096,0.03937647906011082
6195,84085100.0,1040721282700.0,-6.5,51889910.04301318,0.020897420918647866
6196,84106391.0,1040984801407.0,-7.5,110927265.52479216,0.04467330463869868
6197,84164833.0,1041708138041.0,-8.5,5241774.673849071,0.002110999453059976
6198,84168379.0,1041752026883.0,-9.5,46820944.34149874,0.018856016148454027
6199,84209049.0,1042255399473.0,-10.5,773754.471237559,0.0003116111178403219
6200,84209912.0,1042266080824.0,-11.5,6095832.136911943,0.002454950681334277
6201,84218642.0,1042374132034.0,-12.5,4584840.42088924,0.0018464348857173205
6202,84227073.0,1042478482521.0,-13.5,6150323.31828817,0.0024768957021028518
6203,84241595.0,1042658221315.0,-14.5,11662007.128972868,0.004696594608246626
6204,84276952.0,1043095834904.0,-15.5,3186038.483618082,0.0012831008417626352
6205,84289355.0,1043249346835.0,-16.5,2859394.2979959017,0.0011515527039470687
6206,84303648.0,1043426251296.0,-17.5,448713.89721966424,0.00018070879626642944
